"Fieldname","Week","VI","a_coeff","b_coeff","R2","RMSE","NRMSE","MAE"
"DMD_GH1","31","EVI2","63.0764601375976","0.654518243104627","0.108153249323411","20.0289510922928","8.9532614226566","15.125534053347"
"DMD_GH1","32","EVI2","50.0279234204926","0.78176944688042","0.0710201088223973","21.8975731348144","9.78856535693367","16.6712210135177"
"DMD_GH1","35","EVI2","53.268097851944","0.753345452128938","0.133586032325346","21.091503991863","9.42823956012456","16.193862960048"
"DMD_GH1","38","EVI2","73.0695690435019","0.652025089890544","0.162824759072357","23.3642864072556","10.4442096440326","17.9485795969922"
"DMD_GH1","23","SR","132.683984739525","0.298527291894201","0.154253577999665","25.7172414091903","11.4960181561706","19.3416472765503"
"DMD_GH1","24","SR","148.576907687439","0.230123469650735","0.0902581951736283","26.1745431784545","11.7004393597773","19.5904017200468"
"DMD_GH1","26","SR","185.966697249463","0.103716169017231","0.140096460329019","22.2322143235239","9.93815531955817","16.694409098939"
"DMD_GH1","27","SR","215.268215339493","0.0279476798271466","0.126690358282677","21.0685879749982","9.4179957341343","15.9576212667499"
"DMD_GH1","28","SR","216.560673637739","0.0139093632068035","0.131807993294833","20.4944745376775","9.16135784696257","15.5084616075212"
"DMD_GH1","29","SR","207.395054545431","0.0122282839587677","0.160796576289321","19.3969017804856","8.67072527313267","14.651169801149"
"DMD_GH1","30","SR","192.808674274883","0.0130897827556257","0.0840934631996435","19.9942115864412","8.93773230801899","15.2652115737527"
"DMD_GH1","31","SR","179.952283098503","0.0150398016249039","0.090068116962059","20.0045200701618","8.94234036508581","15.2963113368349"
"DMD_GH1","32","SR","183.009153018009","0.0163547611350124","0.0461255909020505","22.2883397368149","9.96324427680478","17.0391472346206"
"DMD_GH1","35","SR","175.339131895647","0.0182513204107288","0.152225354976803","21.0458572565299","9.40783473949043","16.0993247167351"
"DMD_GH1","38","SR","178.418165915865","0.022080192339349","0.10295770952152","23.8841495053389","10.6765967620441","18.4410525268019"
"DMD_GH1","23","EXG","231.024756976209","-0.00644643814455578","0.0590048455619239","22.0597772884959","9.86107320744761","16.7973269261127"
"DMD_GH1","24","EXG","234.625016080351","-0.00722618021826844","0.0888939115563988","22.0028928193383","9.83564494009053","16.6435674875245"
"DMD_GH1","26","EXG","231.492722512962","0.00699294646298973","0.054132847562163","25.00767025277","11.1788285024472","18.8750136558214"
"DMD_GH1","27","EXG","221.741699841471","0.00501051054041727","0.107646406228373","22.2086919993041","9.92764046448475","16.777386739331"
"DMD_GH1","28","EXG","209.100406990417","0.00455853696022653","0.0954023972821597","20.9641292213166","9.37130100083118","15.8990961215702"
"DMD_GH1","29","EXG","201.393989480165","0.00518722740079408","0.0566285472785382","22.23513596168","9.93946133853409","16.8892441452022"
"DMD_GH1","30","EXG","232.558762864899","0.000546564498076652","0.00446006207864369","24.1602037119981","10.7999974068235","18.3712391767812"
"DMD_GH1","31","EXG","313.630963289642","-0.0100892771707288","0.128783234392001","22.8417628644849","10.2106332647024","17.124812821729"
"DMD_GH1","32","EXG","337.244383896123","-0.0104191263419028","0.171258172722386","24.8632186133868","11.1142563097063","18.711482866155"
"DMD_GH1","35","EXG","273.482636372777","-0.00555318386417001","0.2035966389074","22.7251658289966","10.1585125253276","17.4147775615678"
"DMD_GH1","38","EXG","291.048808672766","-0.00568622385430939","0.174806317449661","24.7817879687935","11.0778555094098","18.7663552746845"
"DMD_GH1","23","TGI","247.170034142923","-0.0137130738259386","0.0860853842696295","22.403590554063","10.0147632350988","17.0670978770839"
"DMD_GH1","24","TGI","251.575620733104","-0.0129618318997417","0.0949605626642584","22.7245736038107","10.1582477911992","17.2175867737894"
"DMD_GH1","26","TGI","221.794219181875","0.011029111833558","0.0274820839084154","24.6427606787919","11.0157080875836","18.6452861396911"
"DMD_GH1","27","TGI","212.305168094408","0.0102198152482148","0.0654746926713774","23.1930363465553","10.3676581284275","17.5572565761243"
"DMD_GH1","28","TGI","201.290456830716","0.0097384366763291","0.0746469826630724","21.6981365325552","9.69941400651871","16.4739989599265"
"DMD_GH1","29","TGI","208.297490048088","0.00718923148438643","0.0259466472572908","23.3666759581374","10.4452778114882","17.7696598514564"
"DMD_GH1","30","TGI","233.076093313151","0.000856728982989953","0.00378542756393531","24.18610897262","10.8115774725744","18.3840180738304"
"DMD_GH1","31","TGI","313.860229529711","-0.018246336499259","0.130744741978687","22.4675809647025","10.0433679719299","16.947214770231"
"DMD_GH1","32","TGI","340.986652805795","-0.0190441671931641","0.169484016495709","24.9261410762283","11.1423836567941","18.8205966736554"
"DMD_GH1","35","TGI","272.783015893582","-0.0096247080918717","0.202493372204949","22.7269483146025","10.1593093248973","17.440742787779"
"DMD_GH1","38","TGI","294.335098473767","-0.0104090590143534","0.182903963873146","24.8968852256984","11.1293058237748","18.8723965139789"
"DMD_GH1","23","GCVI","177.076493517811","0.228919524580432","0.151834390230743","24.213637145451","10.8238830060349","18.2372500252447"
"DMD_GH1","24","GCVI","184.040237468387","0.193087099470387","0.104091440328701","24.9048459983574","11.1328644164547","18.7347817240691"
"DMD_GH1","26","GCVI","202.18719319127","0.0957939165783621","0.137456734925084","22.0654588930643","9.86361297554461","16.5437857724539"
"DMD_GH1","27","GCVI","218.078319695166","0.0309355900451653","0.130622437169873","20.8250552133364","9.30913269532152","15.7763532270478"
"DMD_GH1","28","GCVI","216.797911340703","0.0170860440953349","0.127336390283781","20.3446257223157","9.09437303025264","15.3895255924767"
"DMD_GH1","29","GCVI","207.888260885657","0.0151582954818709","0.145229561244652","19.5225719102015","8.7269018307158","14.7363725364584"
"DMD_GH1","30","GCVI","200.865178680687","0.0134397328212464","0.0762466856585852","20.5200548482728","9.17279265485527","15.5907811939738"
"DMD_GH1","31","GCVI","189.739750029219","0.0153639300612935","0.0928057266124361","20.5619729868991","9.1915307331372","15.6374091154217"
"DMD_GH1","32","GCVI","183.834114327392","0.0189489337891302","0.0564478498162532","22.312755202516","9.97415838040267","17.007531577361"
"DMD_GH1","35","GCVI","175.726280930082","0.022866711355915","0.139373760648567","21.3377218574504","9.53830288332978","16.399553440666"
"DMD_GH1","38","GCVI","176.02957082631","0.0365064240283438","0.144963323671824","23.599937940221","10.5495496475888","18.1541078814498"
